statement,sentiment,language,rating,source
Is there any experience with using this with Meteor,0.5,javascript,2,github
Embrace the ecosystem httpdocsmeteorcombasicsevenprinciples  Im really happy with Blaze but it seems React is doing the same thing why not cooperate  It got an official component model  Its fast  It renders serverside  It does work natively on ios and android  natively  Meteor core team has limited ressources  Native is one killer feature on the way react native allowing us to write js and use the native ui components  Ive been working on several meteor mobile projects and just recently bumped to use the official cordova implementation Its ok but still cordova with the inconsistencies that follows  React native is doing something a lot of us have thought about letting us write js and leverage the native ui Its actually allowing faster development than regular native development eg not having to recompile all the time  I know some would argue that its only for mobile but its actually also for desktop the Meteor build tool supports multiple platforms this is cool  We could wrap iosandroid native code in our packages instead of trying to fix the cordova plugins all the time  httpswwwyoutubecomwatchv7rDsRXj9cU  Just my honest opinion I think react fits Meteor very well maybe have a Meteor React distribution for starters to check out popularity  Kind regards Morten,0.5,javascript,2,github
Whats the recommended way of using 3rd party React components alongside meteorreactjs   Im trying to use httpsgitubcomcallemallmaterialui but kept getting the Uncaught TypeError Cannot read property firstChild of undefined   So far I include materialui by running npm install  gulp build in a hidden folder that reactifys the dependencies into a single file and puts it in clientcompatibility which loads the library as expected but results in the aforementioned error In the simple example of just rendering a RaisedButton it prevents the rippling animation from being triggered though on hover the button changes   edit this issue might also be related httpsgithubcomcallemallmaterialuiissues331,0.5,javascript,2,github
Fix 54  Now properly export the React object on the client  This PR removes the injectreactjs script It is replaced by clientreactjs that just export the React object and removes it from window as per Meteor recommendation for integrating existing libraries  It also directly add the nonminified reactwithaddonsjs and rely on building for production to have Meteor minify it,0.5,javascript,2,github
if you include reactivemongo in your project now you will get the following error when building   FAILED      comtypesafeplayplayiteratees_211235playiteratees_211jar  0ms warn  local tried warn   Users1110604ivy2localcomtypesafeplayplayiteratees_211235jarsplayiteratees_211jar warn  public tried warn   httpsrepo1mavenorgmaven2comtypesafeplayplayiteratees_211235playiteratees_211235jar warn  scalazbintray tried warn   httpdlbintraycomscalazreleasescomtypesafeplayplayiteratees_211235playiteratees_211235jar warn  typesafeivyrelease tried warn   httpsrepotypesafecomtypesafeivyreleasecomtypesafeplayplayiteratees_211235jarsplayiteratees_211jar info downloading httpsrepo1mavenorgmaven2orgreactivemongoreactivemongobson_2110113reactivemongobson_2110113jar  info 	SUCCESSFUL  orgreactivemongoreactivemongobson_2110113reactivemongobson_211jar 136ms warn 	 warn 	              FAILED DOWNLOADS             warn 	  see resolution messages for details    warn 	 warn 	 comtypesafeplayplayiteratees_211235playiteratees_211jar warn 	 ,0.5,javascript,2,github
Hi there Im trying to add the lib to my play 220 app but Im having trouble downloading the dependecy  warn 	 warn 	          UNRESOLVED DEPENDENCIES          warn 	 warn 	 play2toolsxmlxmlsoapersatz_21002SNAPSHOT not found warn 	 sbtResolveException unresolved dependency play2toolsxmlxmlsoapersatz_21002SNAPSHOT not found  error Missing task key scalaInstance javalangIllegalArgumentException  My buildsbt  version  11SNAPSHOT  libraryDependencies  Seq   cache   securesocial  securesocial  212   orgreactivemongo  play2reactivemongo  0100   play2toolsxml  xmlsoapersatz  02SNAPSHOT   scalaVersion  2102  resolvers  Seq Resolverurlmandubianmvn snapshots urlhttpgithubcommandubianmandubianmvnrawmastersnapshots ResolverurlSonatype snapshots urlhttposssonatypeorgcontentrepositoriessnapshots Resolverurltypesafe urlhttprepotypesafecomtypesaferepo Resolverurltypesafecommunity urlhttpreposcalasbtorgscalasbtsbtpluginreleasesResolverivyStylePatterns Resolverurltypesafecommunitysnapshots urlhttpreposcalasbtorgscalasbtsbtpluginsnapshotsResolverivyStylePatterns   playProjectplayScalaSettings  Im probably missing something really simple Thank you    ,0.5,javascript,2,github
Is it still active or merged somewhere else Mondubian repositories are not accessible anymore Publish to local wont work either slick version wont even compile for 20 could you please update   warn   warn            UNRESOLVED DEPENDENCIES          warn   warn   playautosourcereactivemongo_21020SNAPSHOT not found warn   trace Stack trace suppressed run last update for the full output error update sbtResolveException unresolved dependency playautosourcereactivemongo_21020SNAPSHOT not fou nd error Total time 15 s completed Mar 24 2014 102332 PM,0.5,javascript,2,github
fehmicansaglam By default the read preference is primary and some times its needed for us to change it to primary preferred or others provided by reactive mongo This PR adds the default preference to be primary but allows for overriding at class level or provide as argument at method level Note that I had to change findAllIds to take a Seq instead of vararg as Scala does not allow any other method arguments to have a default parameter with vararg  Since this is my first PR against this repo please do let me know if it is against a wrong branch or if it didnt follow some process  Do let me know if you want me to change anything I implemented here would be happy to contribute  Thanks,0.5,javascript,2,github
Hello  After updating to Play 24 im getting a strange error right at the startup of application Stacktrace leads to ReactiveMongo sources and looks like this  ERROR 05222015 132025601 RuCahASakkaactordefaultdispatcher4 akkaactorActorSystemImplRuCahAS Uncaught error from thread RuCahASakkaactordefaultdispatcher4 shutting down JVM since akkajvmexitonfatalerror is enabled javalangNoSuchMethodError playapilibsjsonJsObjectinitLscalacollectionSeqV 	at playmodulesreactivemongojsonBSONFormatsBSONDocumentFormatanonfun4applyOrElsejsonscala70 	at playmodulesreactivemongojsonBSONFormatsBSONDocumentFormatanonfun4applyOrElsejsonscala69 	at scalaruntimeAbstractPartialFunctionapplyAbstractPartialFunctionscala36 	at playmodulesreactivemongojsonBSONFormatsPartialFormatclasswritesjsonscala34 	at playmodulesreactivemongojsonBSONFormatsBSONDocumentFormatwritesjsonscala55 	at playmodulesreactivemongojsonBSONFormatsBSONDocumentFormatwritesjsonscala55 	at playapilibsjsonJsontoJsonJsonscala118 	at playmodulesreactivemongojsoncollectionJSONGenericHandlersStructureBufferReaderreadjsoncollectionscala39 	at playmodulesreactivemongojsoncollectionJSONGenericHandlersStructureBufferReaderreadjsoncollectionscala37 	at reactivemongoapicollectionsGenericHandlersGenericBufferReaderreadgenericcollectionscala66 	at reactivemongocoreprotocolReplyDocumentIteratornextprotocolscala308 	at scalacollectionIteratorclassforeachIteratorscala750 	at reactivemongocoreprotocolReplyDocumentIteratorforeachprotocolscala304 	at scalacollectiongenericGrowableclasspluspluseqGrowablescala59 	at scalacollectionmutableListBufferpluspluseqListBufferscala183 	at scalacollectionmutableListBufferpluspluseqListBufferscala45 	at reactivemongoapiDefaultCursoranonfuncollect2applycursorscala290 	at reactivemongoapiDefaultCursoranonfuncollect2applycursorscala276 	at playapilibsiterateeIterateeanonfunfold1anonfunapply1applyIterateescala41 	at playapilibsiterateeinternaleagerFuturepackagescala30 	at playapilibsiterateeIterateeanonfunfold1applyIterateescala41 	at playapilibsiterateeIterateeanonfunfold1applyIterateescala41 	at playapilibsiterateeIterateeanonfun1applyIterateescala60 	at playapilibsiterateeIterateeanonfun1applyIterateescala60 	at scalaconcurrentimplFuturePromiseCompletingRunnableliftedTree11Futurescala24 	at scalaconcurrentimplFuturePromiseCompletingRunnablerunFuturescala24 	at akkadispatchTaskInvocationrunAbstractDispatcherscala39 	at akkadispatchForkJoinExecutorConfiguratorAkkaForkJoinTaskexecAbstractDispatcherscala399 	at scalaconcurrentforkjoinForkJoinTaskdoExecForkJoinTaskjava260 	at scalaconcurrentforkjoinForkJoinPoolWorkQueuerunTaskForkJoinPooljava1339 	at scalaconcurrentforkjoinForkJoinPoolrunWorkerForkJoinPooljava1979 	at scalaconcurrentforkjoinForkJoinWorkerThreadrunForkJoinWorkerThreadjava107  After that app shuts down Seems like the problem is connected with playapilibsjsonJsObject changes After looking for init methods differences in 23 httpswwwplayframeworkcomdocumentation23xapiscalaindexhtmlplayapilibsjsonJsObject and 24 httpswwwplayframeworkcomdocumentation24xapiscalaindexhtmlplayapilibsjsonJsObject versions of play i found that constructor has changed Old new JsObjectfields SeqString JsValue New new JsObjectunderlying MapString JsValue  Could ReactiveMongo underneath try to init JsObject with Seq  Thanks in advance,0.5,javascript,2,github
I am using akka 239 the useful log is pasted as below  It seems that coordinator trying to recovery from mongo data which are not available yet  20150709 232338347 ERRORClusterSystemakkaactordefaultdispatcher15 OneForOneStrategy  Processor killed after recovery failure persistent id  usershardingActionWorkerCoordinatorsingletoncoordinator To avoid killing processors on recovery failure a processor must handle RecoveryFailure messages RecoveryFailure was caused by akkapatternCircuitBreakerOpenException Circuit Breaker is open calls are failing fast,0.5,javascript,2,github
Please can you release a new version as I am unable to use snapahots in the environment I am working in  Going forward it would be really useful for the community and I would have thought make your lives easier too if there were more regular release cycles,0.5,javascript,2,github
Hi Im upgrading my Play project from 22x to 240RC5 and Im using  orgreactivemongo  play2reactivemongo  01050akka23 Unfortunately when I run the application which compiles correctly I have an error at startup I think is related to PlayReactiveMongoPlugin but I cant resolve it  This is the error shown can anyone help me Im really stuck with it  ConfigurationException Guice configuration errors  1 Could not find a suitable constructor in playmodulesreactivemongoReactiveMongoPlugin Classes must have either one and only one constructor annotated with Inject or a zeroargument constructor that is not private   at playmodulesreactivemongoReactiveMongoPluginclassReactiveMongoPluginscala27   while locating playmodulesreactivemongoReactiveMongoPlugin  1 error   The stack trace is  comgoogleinjectConfigurationException Guice configuration errors  1 Could not find a suitable constructor in playmodulesreactivemongoReactiveMongoPlugin Classes must have either one and only one constructor annotated with Inject or a zeroargument constructor that is not private   at playmodulesreactivemongoReactiveMongoPluginclassReactiveMongoPluginscala27   while locating playmodulesreactivemongoReactiveMongoPlugin  1 error      comgoogleinjectinternalInjectorImplgetProviderInjectorImpljava1042      comgoogleinjectinternalInjectorImplgetProviderInjectorImpljava1001      comgoogleinjectinternalInjectorImplgetInstanceInjectorImpljava1051      playapiinjectguiceGuiceInjectorinstanceOfGuiceInjectorBuilderscala321      playapiPluginsanonfunloadPlugins1applyPluginsscala89      playapiPluginsanonfunloadPlugins1applyPluginsscala87      scalacollectionTraversableLikeanonfunmap1applyTraversableLikescala245      scalacollectionTraversableLikeanonfunmap1applyTraversableLikescala245      scalacollectionimmutableListforeachListscala381      scalacollectionTraversableLikeclassmapTraversableLikescala245      scalacollectionimmutableListmapListscala285      playapiPluginsloadPluginsPluginsscala87      playapiPluginsanonfunapply4applyPluginsscala100      playapiPluginsanonfunapply4applyPluginsscala100      playapiPluginsthePluginslzycomputePluginsscala59      playapiPluginsthePluginsPluginsscala59      playapiPluginslengthPluginsscala60      scalacollectionIndexedSeqLikeclassiteratorIndexedSeqLikescala90      playapiPluginsiteratorPluginsscala57      scalacollectionIterableLikeclassforeachIterableLikescala72      playapiPluginsforeachPluginsscala57      playapiPlayanonfunstart1applymcVspPlayscala91      playapiPlayanonfunstart1applyPlayscala91      playapiPlayanonfunstart1applyPlayscala91      playutilsThreadswithContextClassLoaderThreadsscala21      playapiPlaystartPlayscala90      playcoreserverDevServerStartanonfunmainDev1anon1anonfunget1anonfunapply1anonfun1applyDevServerStartscala156      playcoreserverDevServerStartanonfunmainDev1anon1anonfunget1anonfunapply1anonfun1applyDevServerStartscala121      scalaOptionmapOptionscala146      playcoreserverDevServerStartanonfunmainDev1anon1anonfunget1anonfunapply1applyDevServerStartscala121      playcoreserverDevServerStartanonfunmainDev1anon1anonfunget1anonfunapply1applyDevServerStartscala119      scalautilSuccessflatMapTryscala230      playcoreserverDevServerStartanonfunmainDev1anon1anonfunget1applyDevServerStartscala119      playcoreserverDevServerStartanonfunmainDev1anon1anonfunget1applyDevServerStartscala111      scalaconcurrentimplFuturePromiseCompletingRunnableliftedTree11Futurescala24      scalaconcurrentimplFuturePromiseCompletingRunnablerunFuturescala24      javautilconcurrentForkJoinTaskRunnableExecuteActionexecForkJoinTaskjava1402      javautilconcurrentForkJoinTaskdoExecForkJoinTaskjava289      javautilconcurrentForkJoinPoolWorkQueuerunTaskForkJoinPooljava1056      javautilconcurrentForkJoinPoolrunWorkerForkJoinPooljava1689      javautilconcurrentForkJoinWorkerThreadrunForkJoinWorkerThreadjava157   PS If I use 0110SNAPSHOT version I have this compilation error  error missing or invalid dependency detected while loading class file JSONGenericHandlersclass error Could not access type GenericHandlers in package reactivemongoapicollections error because it or its dependencies are missing Check your build definition for error missing or conflicting dependencies Rerun with Ylogclasspath to see the problematic classpath error A full rebuild may help if JSONGenericHandlersclass was compiled against an incompatible version of reactivemongoapicollections ,0.5,javascript,2,github
Hi  Is it possible to add source into webjar reactivemongoextensionsjson 010500akka23 on typesafe repo   Thanks ,0.5,javascript,2,github
Since play framework 24 is released switching master to it seems like a good idea  Issues I currently have scala type arguments playmodulesreactivemongojsoncollectionJSONCollection do not conform to method collections type parameter bounds C  reactivemongoapiCollection error           mongodbcollectionJSONCollectionnameindexesManage  and scala could not find implicit value for parameter swriter GenericCollectionthispackWriterplayapilibsjsonJsObject ,0.5,javascript,2,github
This PR doesnt introduce any new dependency etc It is completely transparent for client client sends BSONDocument and receives the same thing Its not coupled to bytecode representation of PersistentRepr yet any binary serialization is  This solution is not generic its implemented only for RX but solves my problem  scullxbonesakkapersistencemongo16,0.5,javascript,2,github
I have been creating a Scala Play application and would like to use ReactiveMongo but as far as I can tell there isnt any way to provide SSL options when creating a database connection  Are there any plans to add support for connecting to a MongoDB that has been built with SSL support,0.5,javascript,2,github
The reactivemongo implementation no longer compiles since ReactiveMongo Cursor refactoring httpsgithubcomReactiveMongoReactiveMongocommita1ef597   The method toList on Cursor is deprecated and is replaced by collect  The method enumerateBulks now takes default parameters ,0.5,javascript,2,github
Not sure if I should post here or at the playframework project  Sbt 0137M3 Scala 2112 Play 235  scala import playPlayScala import sbt_ import sbtKeys_  object ApplicationBuild extends Build     val appDependenciesResolvers  Seq     Typesafe Repository at httprepotypesafecomtypesafereleases     Sonatype Snapshots at httpsosssonatypeorgcontentrepositoriessnapshots       val main  Projectmain file     enablePluginsPlayScala     settings       resolvers  appDependenciesResolvers       updateOptions  _withCachedResolutiontrue       scalaVersion  2112       doc in Compile  targetmap_  none              Throws exception   main  run info Updating fileUsersmarkProjectstestprojectmain info  resolving dependencies  orgscalasbttemptempresolve4eaae06905cddc4c510c340abfce50cc215a999810 info 	confs compile runtime test provided optional compileinternal runtimeinternal testinternal plugin sources docs pom scalatool info Resolving orgreactivemongoreactivemongo_2110105akka23SNAPSHOT  info 	found orgreactivemongoreactivemongo_2110105akka23SNAPSHOT in sbtchain info Resolving orgscalalangscalalibrary2111  info 	found orgscalalangscalalibrary2111 in sbtchain info 	2111 orgscalalangscalalibrary2111 info Resolving orgreactivemongoreactivemongobsonmacros_2110105akka23SNAPSHOT  info 	found orgreactivemongoreactivemongobsonmacros_2110105akka23SNAPSHOT in sbtchain info Resolving orgscalalangscalacompiler2111  info 	found orgscalalangscalacompiler2111 in sbtchain info Resolving orgscalalangscalareflect2111  info 	found orgscalalangscalareflect2111 in sbtchain info 	2111 orgscalalangscalareflect2111 info Resolving orgscalalangmodulesscalaxml_211102  info 	found orgscalalangmodulesscalaxml_211102 in sbtchain info Resolving orgscalalangmodulesscalaparsercombinators_211101  info 	found orgscalalangmodulesscalaparsercombinators_211101 in sbtchain info Resolving orgreactivemongoreactivemongobson_2110105akka23SNAPSHOT  info 	found orgreactivemongoreactivemongobson_2110105akka23SNAPSHOT in sbtchain info Resolving ionettynetty365Final  info 	found ionettynetty365Final in sbtchain info Resolving comtypesafeakkaakkaactor_211233  info 	found comtypesafeakkaakkaactor_211233 in sbtchain info Resolving comtypesafeconfig121  info 	found comtypesafeconfig121 in sbtchain info Resolving comtypesafeplayplayiteratees_211230  info 	found comtypesafeplayplayiteratees_211230 in sbtchain info Resolving orgscalastmscalastm_21107  info 	found orgscalastmscalastm_21107 in sbtchain info Resolving orgapachelogginglog4jlog4japi20beta9  info 	found orgapachelogginglog4jlog4japi20beta9 in sbtchain info Resolving orgapachelogginglog4jlog4jcore20beta9  info 	found orgapachelogginglog4jlog4jcore20beta9 in sbtchain info  resolution report  resolve 5005ms  artifacts dl 4ms info 	 modules in use info 	comtypesafeconfig121 from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	comtypesafeakkaakkaactor_211233 from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	comtypesafeplayplayiteratees_211230 from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	ionettynetty365Final from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	orgapachelogginglog4jlog4japi20beta9 from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	orgapachelogginglog4jlog4jcore20beta9 from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	orgreactivemongoreactivemongobsonmacros_2110105akka23SNAPSHOT from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	orgreactivemongoreactivemongobson_2110105akka23SNAPSHOT from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	orgreactivemongoreactivemongo_2110105akka23SNAPSHOT from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	orgscalalangscalacompiler2111 from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	orgscalalangscalalibrary2111 from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	orgscalalangscalareflect2111 from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	orgscalalangmodulesscalaparsercombinators_211101 from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	orgscalalangmodulesscalaxml_211102 from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	orgscalastmscalastm_21107 from sbtchain in compile runtime test compileinternal runtimeinternal testinternal info 	 evicted modules info 	orgscalalangscalalibrary2110 by orgscalalangscalalibrary2111 in testinternal test compile runtime runtimeinternal compileinternal info 	comtypesafeconfig120 by comtypesafeconfig121 in testinternal test compile runtime runtimeinternal compileinternal info 	 info 	                              modules               artifacts    info 	       conf        number searchdwnldedevicted numberdwnlded info 	 info 	      compile        17     3      0      2      17     0    info 	      runtime        17     3      0      2      17     0    info 	       test          17     3      0      2      17     0    info 	     provided        0      0      0      0      0      0    info 	     optional        0      0      0      0      0      0    info 	 compileinternal    17     3      0      2      17     0    info 	 runtimeinternal    17     3      0      2      17     0    info 	   testinternal     17     3      0      2      17     0    info 	      plugin         0      0      0      0      0      0    info 	      sources        0      0      0      0      0      0    info 	       docs          0      0      0      0      0      0    info 	        pom          0      0      0      0      0      0    info 	    scalatool       0      0      0      0      0      0    info 	 info Done updating warn Scala version was updated by one of library dependencies warn 	 orgscalalangscalalibrary2112 2110  2111 warn To force scalaVersion add the following warn 	ivyScala  ivyScalavalue map  _copyoverrideScalaVersion  true  warn Run evicted to see detailed eviction warnings  Failed to instantiate chqoslogbackclassicLoggerContext Reported exception javalangNoClassDefFoundError chqoslogbackcorejoranspiPattern 	at chqoslogbackclassicjoranJoranConfiguratoraddInstanceRulesJoranConfiguratorjava43 	at chqoslogbackcorejoranGenericConfiguratorbuildInterpreterGenericConfiguratorjava116 	at chqoslogbackcorejoranJoranConfiguratorBasebuildInterpreterJoranConfiguratorBasejava103 	at chqoslogbackcorejoranGenericConfiguratordoConfigureGenericConfiguratorjava146 	at chqoslogbackcorejoranGenericConfiguratordoConfigureGenericConfiguratorjava135 	at chqoslogbackcorejoranGenericConfiguratordoConfigureGenericConfiguratorjava99 	at chqoslogbackcorejoranGenericConfiguratordoConfigureGenericConfiguratorjava49 	at chqoslogbackclassicutilContextInitializerconfigureByResourceContextInitializerjava75 	at chqoslogbackclassicutilContextInitializerautoConfigContextInitializerjava148 	at orgslf4jimplStaticLoggerBinderinitStaticLoggerBinderjava85 	at orgslf4jimplStaticLoggerBinderclinitStaticLoggerBinderjava55 	at orgslf4jLoggerFactorybindLoggerFactoryjava121 	at orgslf4jLoggerFactoryperformInitializationLoggerFactoryjava111 	at orgslf4jLoggerFactorygetILoggerFactoryLoggerFactoryjava268 	at orgslf4jLoggerFactorygetLoggerLoggerFactoryjava241 	at playapiLoggerinitLoggerscala182 	at playapiLoggerclinitLoggerscala 	at playcoreReloadableApplicationinitApplicationProviderscala99 	at playcoreserverNettyServeranonfunmainDev1applyNettyServerscala310 	at playcoreserverNettyServeranonfunmainDev1applyNettyServerscala309 	at playutilsThreadswithContextClassLoaderThreadsscala21 	at playcoreserverNettyServermainDevNettyServerscala308 	at playcoreserverNettyServermainDevHttpModeNettyServerscala304 	at playcoreserverNettyServermainDevHttpModeNettyServerscala 	at sunreflectNativeMethodAccessorImplinvoke0Native Method 	at sunreflectNativeMethodAccessorImplinvokeNativeMethodAccessorImpljava57 	at sunreflectDelegatingMethodAccessorImplinvokeDelegatingMethodAccessorImpljava43 	at javalangreflectMethodinvokeMethodjava606 	at playPlayRunclassplayPlayRunstartDevModePlayRunscala318 	at playPlayRunanonfunplayRunTask1anonfunapply2anonfunapply3devModeServerlzycompute1PlayRunscala102 	at playPlayRunanonfunplayRunTask1anonfunapply2anonfunapply3playPlayRunclassanonfunanonfunanonfundevModeServer1PlayRunscala102 	at playPlayRunanonfunplayRunTask1anonfunapply2anonfunapply3applyPlayRunscala124 	at playPlayRunanonfunplayRunTask1anonfunapply2anonfunapply3applyPlayRunscala95 	at scalaFunction1anonfuncompose1applyFunction1scala47 	at sbttildegreateranonfunu22191applyTypeFunctionsscala40 	at sbtstdTransformanon4workSystemscala63 	at sbtExecuteanonfunsubmit1anonfunapply1applyExecutescala226 	at sbtExecuteanonfunsubmit1anonfunapply1applyExecutescala226 	at sbtErrorHandlingwideConvertErrorHandlingscala17 	at sbtExecuteworkExecutescala235 	at sbtExecuteanonfunsubmit1applyExecutescala226 	at sbtExecuteanonfunsubmit1applyExecutescala226 	at sbtConcurrentRestrictionsanon4anonfun1applyConcurrentRestrictionsscala159 	at sbtCompletionServiceanon2callCompletionServicescala28 	at javautilconcurrentFutureTaskrunFutureTaskjava262 	at javautilconcurrentExecutorsRunnableAdaptercallExecutorsjava471 	at javautilconcurrentFutureTaskrunFutureTaskjava262 	at javautilconcurrentThreadPoolExecutorrunWorkerThreadPoolExecutorjava1145 	at javautilconcurrentThreadPoolExecutorWorkerrunThreadPoolExecutorjava615 	at javalangThreadrunThreadjava745 Caused by javalangClassNotFoundException chqoslogbackcorejoranspiPattern 	at javanetURLClassLoader1runURLClassLoaderjava366 	at javanetURLClassLoader1runURLClassLoaderjava355 	at javasecurityAccessControllerdoPrivilegedNative Method 	at javanetURLClassLoaderfindClassURLClassLoaderjava354 	at javalangClassLoaderloadClassClassLoaderjava425 	at javalangClassLoaderloadClassClassLoaderjava358 	 50 more javalangNoClassDefFoundError chqoslogbackcorejoranspiPattern 	at chqoslogbackclassicjoranJoranConfiguratoraddInstanceRulesJoranConfiguratorjava43 	at chqoslogbackcorejoranGenericConfiguratorbuildInterpreterGenericConfiguratorjava116 	at chqoslogbackcorejoranJoranConfiguratorBasebuildInterpreterJoranConfiguratorBasejava103 	at chqoslogbackcorejoranGenericConfiguratordoConfigureGenericConfiguratorjava146 	at chqoslogbackcorejoranGenericConfiguratordoConfigureGenericConfiguratorjava135 	at chqoslogbackcorejoranGenericConfiguratordoConfigureGenericConfiguratorjava99 	at chqoslogbackcorejoranGenericConfiguratordoConfigureGenericConfiguratorjava49 	at playapiLoggeranonfunconfigure3applyLoggerscala256 	at playapiLoggeranonfunconfigure3applyLoggerscala256 	at scalaOptionforeachOptionscala245 	at playapiLoggerconfigureLoggerscala256 	at playcoreReloadableApplicationinitApplicationProviderscala99 	at playcoreserverNettyServeranonfunmainDev1applyNettyServerscala310 	at playcoreserverNettyServeranonfunmainDev1applyNettyServerscala309 	at playutilsThreadswithContextClassLoaderThreadsscala21 	at playcoreserverNettyServermainDevNettyServerscala308 	at playcoreserverNettyServermainDevHttpModeNettyServerscala304 	at playcoreserverNettyServermainDevHttpModeNettyServerscala 	at sunreflectNativeMethodAccessorImplinvoke0Native Method 	at sunreflectNativeMethodAccessorImplinvokeNativeMethodAccessorImpljava57 	at sunreflectDelegatingMethodAccessorImplinvokeDelegatingMethodAccessorImpljava43 	at javalangreflectMethodinvokeMethodjava606 	at playPlayRunclassplayPlayRunstartDevModePlayRunscala318 	at playPlayRunanonfunplayRunTask1anonfunapply2anonfunapply3devModeServerlzycompute1PlayRunscala102 	at playPlayRunanonfunplayRunTask1anonfunapply2anonfunapply3playPlayRunclassanonfunanonfunanonfundevModeServer1PlayRunscala102 	at playPlayRunanonfunplayRunTask1anonfunapply2anonfunapply3applyPlayRunscala124 	at playPlayRunanonfunplayRunTask1anonfunapply2anonfunapply3applyPlayRunscala95 	at scalaFunction1anonfuncompose1applyFunction1scala47 trace Stack trace suppressed run last compilerun for the full output error compilerun javalangreflectInvocationTargetException error Total time 5 s completed 16Oct2014 120735 ,0.5,javascript,2,github
Hi Mark the repository mentioned on Homepage httpmarkschaakegithubcomreleases is redirecting,0.5,javascript,2,github
Upgraded dependency as current build is not stable due to missing snapshot dependency from repo  module not found orgreactivemongoplay2reactivemongo_2100100SNAPSHOT ,0.5,javascript,2,github
Hi Josh I try to use this plugin with multiproject setup described in your book SBT in Action btw I cant skip dots at the end of the lines like in the book  it doesnt compile  My buildsbt  scala import dependencies_ import common_  packageArchetypejava_application  name  CoolProject  lazy val common     DefProjectcommon   settingslibraryDependencies  commonDependencies   lazy val backend     DefProjectbackend   dependsOncommon   settingslibraryDependencies  backendDependencies   lazy val frontend     DefProjectfrontend   dependsOnbackend   settingslibraryDependencies  frontendDependencies    commonscala  scala import sbt_ import Keys_  object common    val commonSettings  Seq     organization  comexample     organizationName  AwesomeOrg     version  01SNAPSHOT      scalaVersion  2103     scalacOptions  Seqfeature unchecked encoding utf8      resolvers  Seq       Typesafe repository at httprepotypesafecomtypesafereleases            def DefProjectname String Project       Projectname filename     settingscommonSettings _       and dependenciesscala  scala import sbt_  object dependencies     versions   val scalaARMVersion  13    val jodaTimeVersion  23   val jodaConvertVersion  12    val apachePOIVersion  39    val reactiveMongoVersion  09    val scalaTestVersion  191   val scalaCheckVersion  1101     libraries   val scalaARM  comjsuereth  scalaarm  scalaARMVersion    val jodaTime  jodatime  jodatime  jodaTimeVersion   val jodaConvert  orgjoda  jodaconvert  jodaConvertVersion    val apachePOI  orgapachepoi  poiscratchpad  apachePOIVersion    val reactiveMongo  orgreactivemongo  reactivemongo  reactiveMongoVersion    val scalaTest  orgscalatest  scalatest  scalaTestVersion   val scalaCheck  orgscalacheck  scalacheck  scalaCheckVersion     projects   val commonDependencies  Seq     scalaTest  test scalaCheck  test       val backendDependencies  commonDependencies  Seq     scalaARM      jodaTime jodaConvert      apachePOI      reactiveMongo       val frontendDependencies  commonDependencies  Seq       But when I invoke stage from the root I dont get my subprojects and their dependencies I just want to include all my subprojects Can you provide some documentation describing this plugin usage in such a common scenario Thank you so much for your book and this plugin,0.5,javascript,2,github
